Date/Time,Epoch,V1,V2,V3,T1,T2,T3,T4,Sol,FailureCount
2018-05-21_10-12-31,1526915551,-0.0,-0.001,-0.001,22.124,22.101,22.078,22.382,0.093,0
2018-05-21_10-12-34,1526915554,-0.0,-0.001,-0.001,22.123,22.101,22.076,22.384,0.093,0
2018-05-21_10-12-37,1526915557,-0.0,-0.001,-0.001,22.122,22.101,22.076,22.384,0.093,0
2018-05-21_10-12-40,1526915560,-0.0,-0.001,-0.001,22.122,22.099,22.078,22.386,0.093,0
2018-05-21_10-12-43,1526915563,-0.0,-0.001,-0.001,22.123,22.1,22.073,22.39,0.093,0
2018-05-21_10-12-46,1526915566,-0.0,-0.001,-0.001,22.119,22.101,22.075,22.391,0.093,0
2018-05-21_10-12-49,1526915569,-0.0,-0.001,-0.001,22.119,22.099,22.073,22.39,0.093,0
2018-05-21_10-12-52,1526915572,-0.0,-0.001,-0.001,22.119,22.098,22.071,22.39,0.093,0
2018-05-21_10-12-55,1526915575,-0.0,-0.001,-0.001,22.119,22.1,22.073,22.391,0.093,0
2018-05-21_10-12-58,1526915578,-0.0,-0.001,-0.001,22.119,22.098,22.072,22.395,0.093,0
2018-05-21_10-13-01,1526915581,-0.0,-0.001,-0.001,22.119,22.097,22.069,22.396,0.093,0
2018-05-21_10-13-04,1526915584,-0.0,-0.001,-0.001,22.119,22.099,22.071,22.394,0.093,0
2018-05-21_10-13-07,1526915587,-0.0,-0.001,-0.001,22.117,22.097,22.071,22.395,0.093,0
2018-05-21_10-13-10,1526915590,-0.0,-0.001,-0.001,22.117,22.097,22.068,22.398,0.093,0
2018-05-21_10-13-13,1526915593,-0.0,-0.001,-0.001,22.117,22.099,22.07,22.4,0.093,0
2018-05-21_10-13-16,1526915596,-0.0,-0.001,-0.001,22.117,22.098,22.067,22.401,0.093,0
2018-05-21_10-13-19,1526915599,-0.0,-0.001,-0.001,22.117,22.097,22.068,22.4,0.093,0
2018-05-21_10-13-22,1526915602,-0.0,-0.001,-0.001,22.115,22.099,22.067,22.406,0.093,0
2018-05-21_10-13-25,1526915605,-0.0,-0.001,-0.001,22.116,22.099,22.068,22.407,0.093,0
2018-05-21_10-13-28,1526915608,-0.0,-0.001,-0.001,22.115,22.096,22.063,22.407,0.093,0
2018-05-21_10-13-31,1526915611,-0.0,-0.001,-0.001,22.113,22.095,22.064,22.408,0.093,0
2018-05-21_10-13-34,1526915614,-0.0,-0.001,-0.001,22.111,22.095,22.064,22.414,0.093,0
2018-05-21_10-13-37,1526915617,-0.0,-0.001,-0.001,22.112,22.095,22.066,22.413,0.093,0
2018-05-21_10-13-40,1526915620,-0.0,-0.001,-0.001,22.111,22.096,22.065,22.415,0.092,0
2018-05-21_10-13-43,1526915623,-0.0,-0.001,-0.001,22.11,22.095,22.064,22.416,0.093,0
2018-05-21_10-13-46,1526915626,-0.0,-0.001,-0.001,22.109,22.095,22.064,22.417,0.092,0
2018-05-21_10-13-49,1526915629,-0.0,-0.001,-0.001,22.111,22.095,22.063,22.415,0.093,0
2018-05-21_10-13-52,1526915632,-0.0,-0.001,-0.001,22.109,22.094,22.061,22.415,0.093,0
2018-05-21_10-13-55,1526915635,-0.0,-0.001,-0.001,22.108,22.093,22.06,22.416,0.092,0
2018-05-21_10-13-58,1526915638,-0.0,-0.001,-0.001,22.107,22.093,22.061,22.414,0.093,0
2018-05-21_10-14-01,1526915641,-0.0,-0.001,-0.001,22.108,22.093,22.061,22.411,0.093,0
2018-05-21_10-14-04,1526915644,-0.0,-0.001,-0.001,22.109,22.095,22.058,22.41,0.092,0
2018-05-21_10-14-07,1526915647,-0.0,-0.001,-0.001,22.107,22.093,22.059,22.41,0.093,0
2018-05-21_10-14-10,1526915650,-0.0,-0.001,-0.001,22.105,22.092,22.058,22.408,0.093,0
2018-05-21_10-14-13,1526915653,-0.0,-0.001,-0.001,22.104,22.092,22.06,22.41,0.093,0
2018-05-21_10-14-16,1526915656,-0.0,-0.001,-0.001,22.103,22.093,22.058,22.408,0.093,0
2018-05-21_10-14-19,1526915659,-0.0,-0.001,-0.001,22.105,22.091,22.057,22.404,0.092,0
2018-05-21_10-14-22,1526915662,-0.0,-0.001,-0.001,22.103,22.093,22.055,22.402,0.092,0
2018-05-21_10-14-25,1526915665,-0.0,-0.001,4.811,22.1,22.089,22.123,22.397,0.092,0
2018-05-21_10-14-28,1526915668,-0.0,-0.001,-0.001,22.102,22.091,22.149,22.398,0.093,0
2018-05-21_10-14-31,1526915671,-0.0,-0.001,-0.001,22.103,22.092,22.149,22.4,0.093,0
2018-05-21_10-14-34,1526915674,-0.0,-0.001,-0.001,22.102,22.092,22.151,22.399,0.093,0
2018-05-21_10-14-37,1526915677,-0.0,-0.001,-0.001,22.101,22.092,22.151,22.398,0.093,0
2018-05-21_10-14-40,1526915680,-0.0,-0.001,-0.001,22.103,22.09,22.154,22.396,0.093,0
2018-05-21_10-14-43,1526915683,-0.0,-0.001,-0.001,22.099,22.091,22.154,22.396,0.093,0
2018-05-21_10-14-46,1526915686,-0.0,-0.001,-0.001,22.099,22.091,22.154,22.397,0.093,0
2018-05-21_10-14-49,1526915689,-0.0,-0.001,-0.001,22.098,22.089,22.156,22.397,0.093,0
2018-05-21_10-14-52,1526915692,-0.0,-0.001,-0.001,22.098,22.091,22.155,22.395,0.092,0
2018-05-21_10-14-55,1526915695,-0.0,-0.001,-0.001,22.096,22.091,22.158,22.396,0.092,0
2018-05-21_10-14-58,1526915698,-0.0,-0.001,-0.001,22.097,22.089,22.161,22.4,0.093,0
2018-05-21_10-15-01,1526915701,-0.0,-0.001,-0.001,22.097,22.09,22.159,22.399,0.093,0
2018-05-21_10-15-04,1526915704,-0.0,-0.001,-0.001,22.096,22.091,22.162,22.396,0.093,0
2018-05-21_10-15-07,1526915707,-0.0,-0.001,-0.001,22.098,22.088,22.162,22.393,0.093,0
2018-05-21_10-15-10,1526915710,-0.0,-0.001,-0.001,22.094,22.089,22.164,22.391,0.093,0
2018-05-21_10-15-13,1526915713,-0.0,-0.001,-0.001,22.095,22.087,22.163,22.392,0.093,0
2018-05-21_10-15-16,1526915716,-0.0,-0.001,-0.001,22.095,22.088,22.165,22.398,0.093,0
2018-05-21_10-15-19,1526915719,-0.0,-0.001,-0.001,22.093,22.09,22.166,22.396,0.093,0
2018-05-21_10-15-22,1526915722,-0.0,-0.001,-0.001,22.095,22.089,22.168,22.394,0.093,0
2018-05-21_10-15-25,1526915725,-0.0,-0.001,-0.001,22.094,22.088,22.166,22.399,0.093,0
2018-05-21_10-15-28,1526915728,-0.0,-0.001,-0.001,22.093,22.086,22.17,22.403,0.093,0
2018-05-21_10-15-31,1526915731,-0.0,-0.001,-0.001,22.092,22.087,22.168,22.398,0.093,0
2018-05-21_10-15-34,1526915734,-0.0,-0.001,-0.001,22.092,22.088,22.169,22.393,0.093,0
2018-05-21_10-15-37,1526915737,-0.0,-0.001,-0.001,22.09,22.088,22.171,22.392,0.093,0
2018-05-21_10-15-40,1526915740,-0.0,-0.001,-0.001,22.093,22.087,22.172,22.388,0.093,0
2018-05-21_10-15-43,1526915743,-0.0,-0.001,-0.001,22.091,22.086,22.172,22.389,0.092,0
2018-05-21_10-15-46,1526915746,-0.0,-0.001,-0.001,22.091,22.086,22.174,22.39,0.093,0
2018-05-21_10-15-49,1526915749,-0.0,-0.001,-0.001,22.089,22.088,22.172,22.392,0.093,0
2018-05-21_10-15-52,1526915752,-0.0,-0.001,-0.001,22.091,22.088,22.172,22.392,0.093,0
2018-05-21_10-15-55,1526915755,-0.0,-0.001,-0.001,22.091,22.086,22.173,22.388,0.093,0
2018-05-21_10-15-58,1526915758,-0.0,-0.001,-0.001,22.09,22.086,22.175,22.391,0.093,0
2018-05-21_10-16-01,1526915761,-0.0,-0.001,-0.001,22.089,22.087,22.172,22.391,0.093,0
2018-05-21_10-16-04,1526915764,-0.0,-0.001,-0.001,22.089,22.086,22.17,22.392,0.093,0
2018-05-21_10-16-07,1526915767,-0.0,-0.001,-0.001,22.088,22.088,22.172,22.393,0.093,0
2018-05-21_10-16-10,1526915770,-0.0,-0.001,-0.001,22.09,22.084,22.172,22.392,0.093,0
2018-05-21_10-16-13,1526915773,-0.0,-0.001,-0.001,22.086,22.086,22.173,22.397,0.093,0
2018-05-21_10-16-16,1526915776,-0.0,-0.001,-0.001,22.09,22.086,22.175,22.397,0.093,0
2018-05-21_10-16-19,1526915779,4.809,-0.001,-0.001,22.098,22.081,22.168,22.396,0.093,0
2018-05-21_10-16-22,1526915782,-0.0,-0.001,-0.001,22.139,22.085,22.171,22.401,0.093,0
2018-05-21_10-16-25,1526915785,-0.0,-0.001,-0.001,22.142,22.085,22.174,22.403,0.093,0
2018-05-21_10-16-29,1526915789,-0.0,-0.001,-0.001,22.144,22.087,22.172,22.405,0.093,0
2018-05-21_10-16-32,1526915792,-0.0,-0.001,-0.001,22.146,22.085,22.174,22.411,0.093,0
2018-05-21_10-16-35,1526915795,-0.0,-0.001,-0.001,22.145,22.087,22.173,22.407,0.093,0
2018-05-21_10-16-38,1526915798,-0.0,-0.001,-0.001,22.148,22.086,22.171,22.408,0.093,0
2018-05-21_10-16-41,1526915801,-0.0,-0.001,-0.001,22.149,22.083,22.171,22.406,0.093,0
2018-05-21_10-16-44,1526915804,-0.0,-0.001,-0.001,22.151,22.084,22.171,22.408,0.093,0
2018-05-21_10-16-47,1526915807,-0.0,-0.001,-0.001,22.154,22.084,22.17,22.405,0.093,0
2018-05-21_10-16-50,1526915810,-0.0,-0.001,-0.001,22.154,22.083,22.172,22.406,0.093,0
2018-05-21_10-16-53,1526915813,-0.0,-0.001,-0.001,22.153,22.085,22.169,22.406,0.093,0
2018-05-21_10-16-56,1526915816,-0.0,-0.001,-0.001,22.156,22.084,22.169,22.406,0.093,0
2018-05-21_10-16-59,1526915819,-0.0,-0.001,-0.001,22.156,22.083,22.171,22.408,0.093,0
2018-05-21_10-17-02,1526915822,-0.0,-0.001,-0.001,22.157,22.083,22.171,22.414,0.093,0
2018-05-21_10-17-05,1526915825,-0.0,-0.001,-0.001,22.157,22.084,22.167,22.411,0.093,0
2018-05-21_10-17-08,1526915828,-0.0,-0.001,-0.001,22.16,22.083,22.169,22.415,0.093,0
2018-05-21_10-17-11,1526915831,-0.0,-0.001,-0.001,22.16,22.084,22.168,22.413,0.093,0
2018-05-21_10-17-14,1526915834,-0.0,-0.001,-0.001,22.161,22.084,22.17,22.41,0.093,0
2018-05-21_10-17-17,1526915837,-0.0,-0.001,-0.001,22.163,22.082,22.17,22.414,0.093,0
2018-05-21_10-17-20,1526915840,-0.0,-0.001,-0.001,22.164,22.083,22.166,22.406,0.093,0
2018-05-21_10-17-23,1526915843,-0.0,-0.001,-0.001,22.162,22.082,22.166,22.403,0.093,0
2018-05-21_10-17-26,1526915846,-0.0,-0.001,-0.001,22.162,22.082,22.167,22.408,0.093,0
2018-05-21_10-17-29,1526915849,-0.0,-0.001,-0.001,22.163,22.081,22.167,22.406,0.093,0
2018-05-21_10-17-32,1526915852,-0.0,-0.001,-0.001,22.164,22.081,22.165,22.403,0.093,0
2018-05-21_10-17-35,1526915855,-0.0,-0.001,-0.001,22.164,22.081,22.163,22.404,0.093,0
2018-05-21_10-17-38,1526915858,-0.0,-0.001,-0.001,22.164,22.082,22.165,22.399,0.093,0
2018-05-21_10-17-41,1526915861,-0.0,-0.001,-0.001,22.164,22.082,22.164,22.397,0.093,0
2018-05-21_10-17-44,1526915864,-0.0,-0.001,-0.001,22.166,22.081,22.164,22.398,0.093,0
2018-05-21_10-17-47,1526915867,-0.0,-0.001,-0.001,22.167,22.082,22.161,22.398,0.093,0
2018-05-21_10-17-50,1526915870,-0.0,-0.001,-0.001,22.167,22.082,22.161,22.4,0.093,0
2018-05-21_10-17-53,1526915873,-0.0,-0.001,-0.001,22.168,22.082,22.162,22.399,0.093,0
2018-05-21_10-17-56,1526915876,-0.0,-0.001,-0.001,22.167,22.083,22.16,22.397,0.093,0
2018-05-21_10-17-59,1526915879,-0.0,-0.001,-0.001,22.165,22.082,22.161,22.398,0.093,0
2018-05-21_10-18-02,1526915882,-0.0,-0.001,-0.001,22.166,22.082,22.161,22.393,0.093,0
2018-05-21_10-18-05,1526915885,-0.0,-0.001,-0.001,22.168,22.08,22.159,22.39,0.093,0
2018-05-21_10-18-08,1526915888,-0.0,-0.001,-0.001,22.166,22.08,22.16,22.389,0.093,0
2018-05-21_10-18-11,1526915891,-0.0,-0.001,-0.001,22.167,22.079,22.157,22.393,0.093,0
2018-05-21_10-18-14,1526915894,-0.0,-0.001,-0.001,22.165,22.081,22.158,22.396,0.093,0
2018-05-21_10-18-17,1526915897,-0.0,-0.001,-0.001,22.166,22.08,22.158,22.399,0.093,0
2018-05-21_10-18-20,1526915900,-0.0,-0.001,-0.001,22.166,22.079,22.158,22.401,0.093,0
2018-05-21_10-18-23,1526915903,-0.0,-0.001,-0.001,22.167,22.08,22.157,22.401,0.093,0
2018-05-21_10-18-26,1526915906,-0.0,-0.001,-0.001,22.166,22.08,22.155,22.402,0.093,0
2018-05-21_10-18-29,1526915909,-0.0,-0.001,-0.001,22.165,22.08,22.156,22.4,0.093,0
2018-05-21_10-18-32,1526915912,-0.0,-0.001,-0.001,22.164,22.079,22.154,22.396,0.093,0
2018-05-21_10-18-35,1526915915,-0.0,-0.001,-0.001,22.167,22.079,22.153,22.396,0.093,0
2018-05-21_10-18-38,1526915918,-0.0,-0.001,-0.001,22.163,22.079,22.154,22.397,0.093,0
2018-05-21_10-18-41,1526915921,-0.0,-0.001,-0.001,22.163,22.079,22.151,22.398,0.093,0
2018-05-21_10-18-44,1526915924,-0.0,-0.001,-0.001,22.164,22.078,22.151,22.397,0.093,0
2018-05-21_10-18-47,1526915927,-0.0,-0.001,-0.001,22.162,22.079,22.149,22.398,0.093,0
2018-05-21_10-18-50,1526915930,-0.0,-0.001,-0.001,22.162,22.078,22.148,22.397,0.093,0
2018-05-21_10-18-53,1526915933,-0.0,-0.001,-0.001,22.162,22.078,22.149,22.393,0.093,0
2018-05-21_10-18-56,1526915936,-0.0,-0.001,-0.001,22.161,22.077,22.146,22.395,0.093,0
2018-05-21_10-18-59,1526915939,-0.0,-0.001,-0.001,22.161,22.077,22.147,22.393,0.092,0
2018-05-21_10-19-02,1526915942,-0.0,-0.001,-0.001,22.162,22.078,22.147,22.391,0.093,0
2018-05-21_10-19-05,1526915945,-0.0,-0.001,-0.001,22.16,22.077,22.143,22.39,0.093,0
2018-05-21_10-19-08,1526915948,-0.0,-0.001,-0.001,22.16,22.078,22.145,22.388,0.093,0
2018-05-21_10-19-11,1526915951,-0.0,-0.001,-0.001,22.159,22.079,22.145,22.389,0.093,0
2018-05-21_10-19-14,1526915954,-0.0,-0.001,-0.001,22.159,22.078,22.143,22.39,0.093,0
2018-05-21_10-19-17,1526915957,-0.0,-0.001,-0.001,22.158,22.078,22.144,22.388,0.093,0
2018-05-21_10-19-20,1526915960,-0.0,-0.001,-0.001,22.159,22.075,22.14,22.387,0.093,0
2018-05-21_10-19-23,1526915963,-0.0,-0.001,-0.001,22.158,22.077,22.141,22.382,0.092,0
2018-05-21_10-19-26,1526915966,-0.0,-0.001,-0.001,22.155,22.075,22.14,22.384,0.093,0
2018-05-21_10-19-29,1526915969,-0.0,-0.001,-0.001,22.157,22.074,22.139,22.384,0.092,0
2018-05-21_10-19-32,1526915972,-0.0,-0.001,-0.001,22.156,22.076,22.138,22.388,0.093,0
2018-05-21_10-19-35,1526915975,-0.0,-0.001,-0.001,22.155,22.075,22.137,22.39,0.093,0
2018-05-21_10-19-38,1526915978,-0.0,-0.001,-0.001,22.154,22.074,22.135,22.389,0.093,0
2018-05-21_10-19-41,1526915981,-0.0,-0.001,-0.001,22.156,22.075,22.138,22.39,0.093,0
2018-05-21_10-19-44,1526915984,-0.0,-0.001,-0.001,22.155,22.077,22.138,22.394,0.093,0
2018-05-21_10-19-47,1526915987,-0.0,-0.001,-0.001,22.156,22.077,22.136,22.39,0.093,0
2018-05-21_10-19-50,1526915990,-0.0,-0.001,-0.001,22.151,22.077,22.134,22.389,0.093,0
2018-05-21_10-19-53,1526915993,-0.0,-0.001,-0.001,22.153,22.076,22.133,22.385,0.093,0
2018-05-21_10-19-56,1526915996,-0.0,-0.001,-0.001,22.151,22.076,22.134,22.384,0.092,0
2018-05-21_10-19-59,1526915999,-0.0,-0.001,-0.001,22.15,22.074,22.131,22.385,0.093,0
2018-05-21_10-20-02,1526916002,-0.0,-0.001,-0.001,22.15,22.074,22.13,22.384,0.093,0
2018-05-21_10-20-05,1526916005,-0.0,-0.001,-0.001,22.15,22.074,22.132,22.384,0.092,0
2018-05-21_10-20-08,1526916008,-0.0,-0.001,-0.001,22.15,22.073,22.129,22.385,0.093,0
2018-05-21_10-20-11,1526916011,-0.0,-0.001,-0.001,22.15,22.073,22.127,22.387,0.093,0
2018-05-21_10-20-14,1526916014,-0.0,-0.001,-0.001,22.147,22.075,22.127,22.388,0.093,0
2018-05-21_10-20-17,1526916017,-0.0,-0.001,-0.001,22.149,22.076,22.127,22.391,0.093,0
2018-05-21_10-20-20,1526916020,-0.0,-0.001,-0.001,22.148,22.073,22.126,22.397,0.093,0
2018-05-21_10-20-24,1526916024,-0.0,-0.001,-0.001,22.148,22.075,22.126,22.4,0.093,0
2018-05-21_10-20-27,1526916027,-0.0,-0.001,-0.001,22.146,22.073,22.125,22.4,0.093,0
2018-05-21_10-20-30,1526916030,-0.0,-0.001,-0.001,22.146,22.074,22.124,22.391,0.093,0
2018-05-21_10-20-33,1526916033,-0.0,-0.001,-0.001,22.147,22.076,22.122,22.393,0.093,0
2018-05-21_10-20-36,1526916036,-0.0,-0.001,-0.001,22.144,22.073,22.122,22.392,0.093,0
2018-05-21_10-20-39,1526916039,-0.0,-0.001,-0.001,22.144,22.073,22.122,22.39,0.093,0
2018-05-21_10-20-42,1526916042,-0.0,-0.001,-0.001,22.143,22.073,22.121,22.393,0.093,0
2018-05-21_10-20-45,1526916045,-0.0,-0.001,-0.001,22.143,22.072,22.119,22.389,0.093,0
2018-05-21_10-20-48,1526916048,-0.0,-0.001,-0.001,22.145,22.071,22.12,22.388,0.093,0
2018-05-21_10-20-51,1526916051,-0.0,-0.001,-0.001,22.143,22.072,22.119,22.383,0.093,0
2018-05-21_10-20-54,1526916054,-0.0,-0.001,-0.001,22.142,22.071,22.117,22.382,0.093,0
2018-05-21_10-20-57,1526916057,-0.0,-0.001,-0.001,22.139,22.073,22.117,22.384,0.093,0
2018-05-21_10-21-00,1526916060,-0.0,-0.001,-0.001,22.139,22.072,22.116,22.383,0.093,0
2018-05-21_10-21-03,1526916063,-0.0,-0.001,-0.001,22.14,22.072,22.116,22.393,0.093,0
2018-05-21_10-21-06,1526916066,-0.0,-0.001,-0.001,22.14,22.072,22.116,22.392,0.093,0
2018-05-21_10-21-09,1526916069,-0.0,-0.001,-0.001,22.137,22.072,22.114,22.391,0.093,0
2018-05-21_10-21-12,1526916072,-0.0,-0.001,-0.001,22.138,22.071,22.114,22.394,0.093,0
2018-05-21_10-21-15,1526916075,-0.0,-0.001,-0.001,22.136,22.072,22.113,22.396,0.093,0
2018-05-21_10-21-18,1526916078,-0.0,-0.001,-0.001,22.136,22.07,22.112,22.393,0.093,0
2018-05-21_10-21-21,1526916081,-0.0,-0.001,-0.001,22.135,22.069,22.113,22.39,0.093,0
2018-05-21_10-21-24,1526916084,-0.0,-0.001,-0.001,22.134,22.071,22.111,22.393,0.093,0
2018-05-21_10-21-27,1526916087,-0.0,-0.001,-0.001,22.136,22.074,22.112,22.394,0.093,0
2018-05-21_10-21-30,1526916090,-0.0,-0.001,-0.001,22.136,22.069,22.11,22.399,0.093,0
2018-05-21_10-21-33,1526916093,-0.0,-0.001,-0.001,22.136,22.072,22.109,22.404,0.093,0
2018-05-21_10-21-36,1526916096,-0.0,-0.001,-0.001,22.135,22.07,22.11,22.401,0.093,0
2018-05-21_10-21-39,1526916099,-0.0,-0.001,-0.001,22.134,22.069,22.107,22.404,0.093,0
2018-05-21_10-21-42,1526916102,-0.0,-0.001,-0.001,22.131,22.069,22.104,22.403,0.093,0
2018-05-21_10-21-45,1526916105,-0.0,-0.001,-0.001,22.132,22.069,22.107,22.402,0.093,0
2018-05-21_10-21-48,1526916108,-0.0,-0.001,-0.001,22.13,22.07,22.103,22.406,0.093,0
2018-05-21_10-21-51,1526916111,-0.0,-0.001,-0.001,22.129,22.069,22.105,22.407,0.093,0
2018-05-21_10-21-54,1526916114,-0.0,-0.001,-0.001,22.13,22.07,22.105,22.407,0.093,0
2018-05-21_10-21-57,1526916117,-0.0,-0.001,-0.001,22.127,22.071,22.103,22.408,0.093,0
2018-05-21_10-22-00,1526916120,-0.0,-0.001,-0.001,22.127,22.068,22.1,22.403,0.093,0
2018-05-21_10-22-03,1526916123,-0.0,-0.001,-0.001,22.126,22.07,22.102,22.41,0.093,0
2018-05-21_10-22-06,1526916126,-0.0,-0.001,-0.001,22.125,22.07,22.101,22.416,0.093,0
2018-05-21_10-22-09,1526916129,-0.0,-0.001,-0.001,22.126,22.069,22.102,22.416,0.093,0
2018-05-21_10-22-12,1526916132,-0.0,-0.001,-0.001,22.127,22.069,22.102,22.414,0.093,0
2018-05-21_10-22-15,1526916135,-0.0,-0.001,-0.001,22.126,22.069,22.1,22.415,0.093,0
2018-05-21_10-22-18,1526916138,-0.0,-0.001,-0.001,22.125,22.069,22.098,22.418,0.093,0
2018-05-21_10-22-21,1526916141,-0.0,-0.001,-0.001,22.124,22.07,22.099,22.419,0.093,0
2018-05-21_10-22-24,1526916144,-0.0,-0.001,-0.001,22.12,22.068,22.098,22.422,0.093,0
2018-05-21_10-22-27,1526916147,-0.0,-0.001,-0.001,22.125,22.067,22.098,22.422,0.092,0
2018-05-21_10-22-30,1526916150,-0.0,-0.001,-0.001,22.123,22.068,22.097,22.425,0.092,0
2018-05-21_10-22-33,1526916153,-0.0,-0.001,-0.001,22.121,22.068,22.096,22.427,0.093,0
2018-05-21_10-22-36,1526916156,-0.0,-0.001,-0.001,22.121,22.068,22.094,22.428,0.093,0
2018-05-21_10-22-39,1526916159,-0.0,-0.001,-0.001,22.122,22.067,22.096,22.429,0.093,0
2018-05-21_10-22-42,1526916162,-0.0,-0.001,-0.001,22.12,22.067,22.094,22.433,0.093,0
2018-05-21_10-22-45,1526916165,-0.0,-0.001,-0.001,22.121,22.066,22.093,22.435,0.093,0
2018-05-21_10-22-48,1526916168,-0.0,-0.001,-0.001,22.121,22.066,22.096,22.432,0.093,0
2018-05-21_10-22-51,1526916171,-0.0,-0.001,-0.001,22.119,22.067,22.093,22.429,0.093,0
2018-05-21_10-22-54,1526916174,-0.0,-0.001,-0.001,22.118,22.068,22.092,22.427,0.092,0
2018-05-21_10-22-57,1526916177,-0.0,-0.001,-0.001,22.118,22.067,22.092,22.427,0.093,0
2018-05-21_10-23-00,1526916180,-0.0,-0.001,-0.001,22.118,22.068,22.094,22.427,0.093,0
2018-05-21_10-23-03,1526916183,-0.0,-0.001,-0.001,22.117,22.066,22.088,22.431,0.093,0
2018-05-21_10-23-06,1526916186,-0.0,-0.001,-0.001,22.115,22.066,22.089,22.429,0.093,0
2018-05-21_10-23-09,1526916189,-0.0,-0.001,-0.001,22.116,22.063,22.086,22.427,0.093,0
2018-05-21_10-23-12,1526916192,-0.0,-0.001,-0.001,22.11,22.13,22.089,22.425,0.093,0
2018-05-21_10-23-15,1526916195,-0.0,-0.001,-0.001,22.113,22.139,22.088,22.421,0.093,0
2018-05-21_10-23-18,1526916198,-0.0,-0.001,-0.001,22.114,22.14,22.088,22.421,0.093,0
2018-05-21_10-23-21,1526916201,-0.0,-0.001,-0.001,22.114,22.138,22.087,22.419,0.093,0
2018-05-21_10-23-24,1526916204,-0.0,-0.001,-0.001,22.113,22.137,22.084,22.418,0.093,0
2018-05-21_10-23-27,1526916207,-0.0,-0.001,-0.001,22.113,22.137,22.085,22.414,0.092,0
2018-05-21_10-23-30,1526916210,-0.0,-0.001,-0.001,22.111,22.135,22.083,22.411,0.092,0
2018-05-21_10-23-33,1526916213,-0.0,-0.001,-0.001,22.111,22.136,22.082,22.412,0.092,0
2018-05-21_10-23-36,1526916216,-0.0,-0.001,-0.001,22.111,22.138,22.082,22.41,0.093,0
2018-05-21_10-23-39,1526916219,-0.0,-0.001,-0.001,22.113,22.138,22.084,22.41,0.093,0
2018-05-21_10-23-42,1526916222,-0.0,-0.001,-0.001,22.109,22.14,22.082,22.407,0.093,0
2018-05-21_10-23-45,1526916225,-0.0,-0.001,-0.001,22.11,22.14,22.08,22.41,0.093,0
2018-05-21_10-23-48,1526916228,-0.0,-0.001,-0.001,22.11,22.141,22.081,22.411,0.093,0
